id,name,nickname,gender,date_of_birth,weight,height,team,team.shortname,team.shield,shirt_number,position,photo,aerial_duels_won,appearances,assists_intentional,attempts_from_set_pieces,blocks,catches,clean_sheets,duels_won,goals,goals_conceded,interceptions,key_passes_attempt_assists,offsides,open_play_passes,penalties_saved,red_cards_2nd_yellow,saves_made,shots_on_target_inc_goals,straight_red_cards,successful_crosses_open_play,successful_dribbles,successful_long_passes,successful_passes_opposition_half,successful_passes_own_half,successful_short_passes,total_clearances,total_fouls_conceded,total_losses_of_possession,total_passes,total_tackles,total_touches_in_opposition_box,unsuccessful_dribbles,unsuccessful_long_passes,unsuccessful_short_passes,yellow_cards,predicted_position,score
19190.0,Carmen Álvarez,Carmen Álvarez,female,2003-02-24T00:00:00+00:00,,,SD Eibar,EIB,https://assets.laliga.com/assets/2019/06/07/medium/eibar.png,16.0,Forward,,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,Forward,38.52
8525.0,Lice Chamorro,Lice Chamorro,female,1998-12-22T00:00:00+00:00,67.0,171.0,Deportivo Alavés,ALA,https://assets.laliga.com/assets/2021/06/28/medium/42d681848c77e9a837be29b98e03557b.png,18.0,Forward,,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,2.0,Defender,37.03
13153.0,Arola Aparicio,Arola Aparicio,female,1997-09-24T00:00:00+00:00,,,SD Eibar,EIB,https://assets.laliga.com/assets/2019/06/07/medium/eibar.png,19.0,Forward,https://assets.laliga.com/squad/2021/t16881/p494764/512x556/p494764_t16881_2021_0_001_000.png,0.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,34.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,Forward,35.53
7294.0,Candela Andujar,Candela Andujar,female,2000-03-26T00:00:00+00:00,,160.0,VCF Femenino,VCF,https://assets.laliga.com/assets/2019/06/07/medium/valencia-femenino.png,8.0,Forward,https://assets.laliga.com/squad/2021/t13329/p441556/512x556/p441556_t13329_2021_1_001_000.png,0.0,29.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,Defender,35.51
6233.0,Ludmila da Silva,Ludmila,female,1994-12-01T00:00:00+00:00,60.0,160.0,At. Madrid Femenino,ATM,https://assets.laliga.com/assets/2019/06/07/medium/atletico-feminas.png,8.0,Forward,https://assets.laliga.com/squad/2021/t11212/p428299/512x556/p428299_t11212_2021_1_001_000.png,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,5.0,Goalkeeper,34.01
3668.0,Nahikari García,Nahikari García,female,1997-03-10T00:00:00+00:00,55.0,161.0,Real Madrid Femenino,RMA,https://assets.laliga.com/assets/2019/06/07/medium/real-madrid.png,14.0,Forward,,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,Midfielder,32.02
12064.0,Jessica Martínez,Jessica Martínez,female,1999-06-14T00:00:00+00:00,60.0,164.0,Sevilla FC,SFC,https://assets.laliga.com/assets/2019/06/07/medium/sevilla.png,8.0,Forward,https://assets.laliga.com/squad/2021/t13326/p193719/512x556/p193719_t13326_2021_1_001_000.png,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,Defender,32.0
14818.0,Belén Martínez,Belén Martínez,female,1988-11-24T00:00:00+00:00,,,Villarreal CF,VIL,https://assets.laliga.com/assets/2021/06/28/medium/9fbd53c24db4a5ff2257fa8ba57b59d4.png,19.0,Forward,https://assets.laliga.com/squad/2021/t18273/p507966/512x556/p507966_t18273_2021_0_001_000.png,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,Midfielder,31.5
1070.0,Raúl de Tomás,R.d.t,male,1994-10-17T00:00:00+00:00,72.0,180.0,RCD Espanyol de Barcelona,ESP,https://assets.laliga.com/assets/2019/06/07/medium/espanyol.png,11.0,Forward,https://assets.laliga.com/squad/2021/t177/p119403/512x556/p119403_t177_2021_1_001_000.png,35.0,34.0,1.0,9.0,3.0,0.0,3.0,154.0,17.0,44.0,6.0,22.0,31.0,678.0,0.0,1.0,0.0,45.0,1.0,5.0,50.0,61.0,412.0,197.0,543.0,38.0,35.0,313.0,720.0,15.0,138.0,22.0,23.0,93.0,5.0,Forward,31.19999999999999
5491.0,Estefanía Banini,Estefanía Banini,female,1990-06-21T00:00:00+00:00,,163.0,At. Madrid Femenino,ATM,https://assets.laliga.com/assets/2019/06/07/medium/atletico-feminas.png,22.0,Midfielder,https://assets.laliga.com/squad/2021/t11212/p248364/512x556/p248364_t11212_2021_0_001_000.png,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,Forward,31.020000000000003
